Species
Aechmea tocantina
Aegiphila boliviana
Aegiphila bracteolosa
Aegiphila buchtienii
Aegiphila cuneata
Aegiphila elegans
Aegiphila elongata
Aegiphila filipes
Aegiphila grandiflora
Aegiphila herzogii
Aegiphila hirsuta
Aegiphila insignis
Aegiphila integrifolia
Aegiphila mollis
Aegiphila multiflora
Aegiphila peruviana
Aegiphila quinduensis
Aegiphila saltensis
Aegiphila setiformis
Aegiphila sordida
Aegiphila spicata
Aegiphila steinbachii
Aegiphila triflora
Aegiphila ulei
Aegiphila verticillata
Aegiphila vitelliniflora
Aegiphila volubilis
Aenigmatanthera lasiandra
Aeschynomene americana
Aeschynomene ciliata
Aeschynomene deamii
Aeschynomene denticulata
Aeschynomene evenia
Aeschynomene filosa
Aeschynomene fluminensis
Aeschynomene montevidensis
Aeschynomene parviflora
Aeschynomene pratensis
Aeschynomene rudis
Aeschynomene scabra
Aeschynomene sensitiva
Aeschynomene villosa
Aetheolaena betonicifolia
Agalinis bangii
Agalinis brevifolia
Agalinis chaparensis
Agalinis fiebrigii
Agalinis genistifolia
Agalinis humilis
Agalinis lanceolata
Agalinis linarioides
Agalinis megalantha
Agalinis reflexidens
Agalinis rigida
Agalinis scarlatina
Agalinis tarijensis
Aganisia fimbriata
Agarista boliviensis
Agenium leptocladum
Agenium villosum
Ageratina acevedoi
Ageratina glechonophylla
Ageratina gloeoclada
Ageratina lorentzii
Ageratina pentlandiana
Ageratina scopulorum
Ageratina sternbergiana
Ageratina tenuis
Ageratum fastigiatum
Agnesia loretensis
Agonandra brasiliensis
Agonandra excelsa
Agonandra peruviana
Agonandra silvatica
Agouticarpa curviflora
Agrostis boliviana
Agrostis breviculmis
Agrostis imberbis
Agrostis lenis
Agrostis mertensii
Agrostis meyenii
Agrostis montevidensis
Agrostis perennans
Agrostis subrepens
Agrostis tolucensis
Aiouea grandifolia
Aiouea montana
Aiouea tomentella
Aiouea trinervis
Aiphanes horrida
Airampoa albisaetacens
Airampoa ayrampo
Alansmia contacta
Alansmia diaphana
Alansmia elastica
Alansmia heteromorpha
Alansmia immixta
Alansmia lanigera
Alansmia laxa
Alansmia senilis
Alansmia smithii
Alansmia stella
Albizia carbonaria
Albizia coripatensis
Albizia duckeana
Albizia inundata
Albizia multiflora
Albizia niopoides
Albizia subdimidiata
Alchornea anamariae
Alchornea brittonii
Alchornea castaneifolia
Alchornea discolor
Alchornea fluviatilis
Alchornea glandulosa
Alchornea grandiflora
Alchornea hilariana
Alchornea latifolia
Alchornea pearcei
Alchornea triplinervia
Alchorneopsis floribunda
Aldama anchusifolia
Aldama australis
Aldama bishopii
Aldama fusiformis
Aldama helianthoides
Aldama lanceolata
Aldama macrorhiza
Aldama mollis
Aldama retroflexa
Aldama squalida
Aldama tucumanensis
Alectra aspera
Alectra stricta
Alibertia bertierifolia
Alibertia claviflora
Alibertia curviflora
Alibertia edulis
Alibertia occidentalis
Alibertia sorbilis
Alicia anisopetala
Alicia macrodisca
Allagoptera leucocalyx
Allamanda cathartica
Allantoma pluriflora
Allionia choisyi
Allionia incarnata
Allophylus angustatus
Allophylus cinnamomeus
Allophylus divaricatus
Allophylus edulis
Allophylus floribundus
Allophylus leptostachys
Allophylus paniculatus
Allophylus pauciflorus
Allophylus petiolulatus
Allophylus punctatus
Allophylus scrobiculatus
Allophylus semidentatus
Allophylus strictus
Alloplectus weirii
Alloschemone occidentalis
Allosidastrum pyramidatum
Almeidea rubra
Alnus acuminata
Alonsoa auriculata
Alonsoa meridionalis
Alopecurus hitchcockii
Alopecurus magellanicus
Alophia drummondii
Aloysia axillaris
Aloysia citrodora
Aloysia deserticola
Aloysia fiebrigii
Aloysia gratissima
Aloysia herrerae
Aloysia oblanceolata
Aloysia polystachya
Aloysia salsoloides
Aloysia scorodonioides
Aloysia virgata
Alseis reticulata
Alshehbazia friesii
Alsophila cuspidata
Alsophila erinacea
Alsophila lechleri
Alsophila minervae
Alsophila mostellaria
Alsophila odonelliana
Alstroemeria fiebrigiana
Alstroemeria pygmaea
Altensteinia boliviensis
Altensteinia fimbriata
Altensteinia marginata
Alternanthera albida
Alternanthera altacruzensis
Alternanthera aquatica
Alternanthera brasiliana
Alternanthera caracasana
Alternanthera elongata
Alternanthera ficoidea
Alternanthera flavescens
Alternanthera kurtzii
Alternanthera lanceolata
Alternanthera meyeriana
Alternanthera microphylla
Alternanthera nodifera
Alternanthera pennelliana
Alternanthera philoxeroides
Alternanthera porrigens
Alternanthera pungens
Alternanthera reineckii
Alternanthera scandens
Alternanthera tenella
Alternanthera tucumana
Altoparadisium scabrum
Alvaradoa subovata
Alzatea verticillata
Amaioua guianensis
Amanoa oblongifolia
Amaranthus asplundii
Amaranthus cardenasianus
Amaranthus caudatus
Amaranthus deflexus
Amaranthus hybridus
Amaranthus muricatus
Amaranthus peruvianus
Amaranthus retroflexus
Amaranthus spinosus
Amaranthus standleyanus
Amaranthus urceolatus
Amaranthus viridis
Amasonia hirta
Amauropelta boliviana
Amauropelta demissa
Amauropelta glabrescens
Amauropelta lanceolata
Amauropelta subacrostichoides
Amboroa geminata
Ambrosia arborescens
Ambrosia artemisiifolia
Ambrosia artemisioides
Ambrosia tenuifolia
Amburana cearensis
Amicia andicola
Amicia fimbriata
Amicia lobbiana
Amicia medicaginea
Amicia micrantha
Ammannia auriculata
Ammannia latifolia
Amomyrtella guili
Amorimia amazonica
Amorimia rigida
Ampelocera edentula
Ampelocera ruizii
Amphilophium aschersonii
Amphilophium carolinae
Amphilophium crucigerum
Amphilophium cuneifolium
Amphilophium dasytrichum
Amphilophium falcatum
Amphilophium granulosum
Amphilophium mansoanum
Amphilophium nunezii
Amphilophium occidentale
Amphilophium paniculatum
Amphilophium pannosum
Amphilophium racemosum
Amphilophium rodriguesii
Amphilophium sandwithii
Amphiodon effusus
Amphipetalum paraguayense
Amphirrhox longifolia
Amphiscirpus nevadensis
Amsinckia calycina
Anacampseros kurtzii
Anacardium giganteum
Anacardium humile
Anacardium occidentale
Anacardium spruceanum
Anadenanthera colubrina
Anadenanthera peregrina
Anagallis foemina
Anagallis minima
Anagallis pumila
Ananas ananassoides
Ananthacorus angustifolius
Anathallis abbreviata
Anathallis acuminata
Anathallis adenochila
Anathallis barbulata
Anathallis brevipes
Anathallis caudatipetala
Anathallis ciliolata
Anathallis citrina
Anathallis dimidia
Anathallis funerea
Anathallis herpethophyton
Anathallis imberbis
Anathallis muricaudata
Anathallis nanifolia
Anathallis obovata
Anathallis polygonoides
Anathallis ricii
Anathallis rubens
Anathallis sclerophylla
Anathallis sertularioides
Anathallis stenophylla
Anatherostipa bomanii
Anatherostipa coroi
Anatherostipa hans-meyeri
Anatherostipa obtusa
Anatherostipa orurensis
Anatherostipa rigidiseta
Anaxagorea brevipes
Anaxagorea crassipetala
Anaxagorea dolichocarpa
Anchietea frangulifolia
Anchietea pyrifolia
Anchietea selloviana
Ancistrotropis firmula
Ancistrotropis peduncularis
Ancistrotropis subhastata
Andeimalva mandonii
Andinia vestigipetala
Andinocleome lechleri
Andira cujabensis
Andira humilis
Andira inermis
Andira macrothyrsa
Andira surinamensis
Andira vermifuga
Andropogon angustatus
Andropogon bicornis
Andropogon carinatus
Andropogon cordatus
Andropogon crucianus
Andropogon fastigiatus
Andropogon glaziovii
Andropogon hypogynus
Andropogon insolitus
Andropogon lateralis
Andropogon leucostachyus
Andropogon multiflorus
Andropogon selloanus
Andropogon ternatus
Andropogon virgatus
Anemia australis
Anemia buniifolia
Anemia elegans
Anemia ferruginea
Anemia flexuosa
Anemia herzogii
Anemia hirsuta
Anemia hispida
Anemia humilis
Anemia lanuginosa
Anemia myriophylla
Anemia oblongifolia
Anemia pastinacaria
Anemia phyllitidis
Anemia rotundifolia
Anemia smithii
Anemia tomentosa
Anemia trichorhiza
Anemia villosa
Anemia wettsteinii
Anemone decapetala
Anemopaegma acutifolium
Anemopaegma arvense
Anemopaegma chamberlaynii
Anemopaegma chrysoleucum
Anemopaegma flavum
Anemopaegma floridum
Anemopaegma glaucum
Anemopaegma insculptum
Anemopaegma longipetiolatum
Anemopaegma paraense
Anemopaegma parkeri
Anemopaegma patelliforme
Anemopaegma prostratum
Anetanthus gracilis
Anetium citrifolium
Angelonia acuminatissima
Angelonia chiquitensis
Angelonia gardneri
Angostura longiflora
Anguloa virginalis
Aniba canelilla
Aniba coto
Aniba cylindriflora
Aniba guianensis
Aniba hostmanniana
Aniba megaphylla
Aniba muca
Aniba panurensis
Aniba perutilis
Aniba puchury-minor
Aniba riparia
Aniba taubertiana
Anisantherina hispidula
Aniseia luxurians
Aniseia martinicensis
Anisocapparis speciosa
Annona amazonica
Annona ambotay
Annona boliviana
Annona cordifolia
Annona coriacea
Annona cornifolia
Annona dioica
Annona emarginata
Annona excellens
Annona exsucca
Annona foetida
Annona fosteri
Annona herzogii
Annona hypoglauca
Annona macrocalyx
Annona montana
Annona monticola
Annona neoulei
Annona nutans
Annona oleifolia
Annona papilionella
Annona scandens
Annona sericea
Annona tomentosa
Annona williamsii
Anoda cristata
Anogramma chaerophylla
Anomospermum andersonii
Anomospermum bolivianum
Anomospermum chloranthum
Anomospermum grandifolium
Anomospermum reticulatum
Anredera aspera
Anredera krapovickasii
Anredera ramosa
Anredera tucumanensis
Antennaria linearifolia
Anthaenantiopsis fiebrigii
Anthaenantiopsis perforata
Anthaenantiopsis trachystachya
Anthenantia lanata
Anthephora hermaphrodita
Anthericum pratense
Anthericum tunarianum
Anthodiscus klugii
Anthodon decussatus
Anthoxanthum redolens
Anthurium acebeyae
Anthurium amoenum
Anthurium arisaemoides
Anthurium atropurpureum
Anthurium beckii
Anthurium besseae
Anthurium brevipedunculatum
Anthurium breviscapum
Anthurium buchtienii
Anthurium clavigerum
Anthurium conjunctum
Anthurium coripatense
Anthurium croatii
Anthurium eminens
Anthurium ernesti
Anthurium flavescens
Anthurium gracile
Anthurium grande
Anthurium harlingianum
Anthurium kunthii
Anthurium lechlerianum
Anthurium macleanii
Anthurium microspadix
Anthurium obtusum
Anthurium ottobuchtienii
Anthurium ottonis
Anthurium oxycarpum
Anthurium paraguayense
Anthurium pentaphyllum
Anthurium plowmanii
Anthurium polydactylum
Anthurium polyschistum
Anthurium scandens
Anthurium solomonii
Anthurium soukupii
Anthurium stephanii
Anthurium triphyllum
Anthurium uleanum
Anthurium versicolor
Anthurium weberbaueri
Anthurium yungasense
Antidaphne andina
Antidaphne viscoidea
Antonia ovata
Apalanthe granatensis
Aparisthmium cordatum
Apeiba macropetala
Apeiba membranacea
Apeiba tibourbou
Aphanactis boliviana
Aphanes andicola
Aphanes looseri
Aphanes neglecta
Aphanes parvula
Aphelandra aurantiaca
Aphelandra castaneifolia
Aphelandra glabrata
Aphelandra hieronymi
Aphelandra inaequalis
Aphelandra kolobantha
Aphelandra longiflora
Aphelandra macrosiphon
Aphelandra macrostachya
Aphelandra maculata
Aphelandra rubra
Aphelandra rusbyi
Aphyllocladus spartioides
Apinagia boliviana
Apinagia fluitans
Apinagia pilgeri
Apodanthera hirtella
Apodanthera mandonii
Apodanthera mathewsii
Apodanthes caseariae
Apodanthes tribracteata
Appunia odontocalyx
Aptandra tubicina
Apteria aphylla
Apuleia leiocarpa
Apurimacia boliviana
Arachis batizocoi
Arachis benensis
Arachis cardenasii
Arachis chiquitana
Arachis cruziana
Arachis diogoi
Arachis duranensis
Arachis glandulifera
Arachis gregoryi
Arachis herzogii
Arachis hypogaea
Arachis ipaensis
Arachis kempff-mercadoi
Arachis krapovickasii
Arachis magna
Arachis matiensis
Arachis rigonii
Arachis simpsonii
Arachis trinitensis
Arachis williamsii
Arachniodes denticulata
Arachniodes ochropteroides
Arachnitis uniflora
Araeococcus flagellifolius
Aralia soratensis
Aralia warmingiana
Araujia brachystephana
Araujia herzogii
Araujia odorata
Araujia plumosa
Araujia stormiana
Araujia stuckertiana
Araujia variegata
Arcytophyllum filiforme
Arcytophyllum setosum
Ardisia guianensis
Ardisia weberbaueri
Arenaria andina
Arenaria boliviana
Arenaria catamarcensis
Arenaria dicranoides
Arenaria digyna
Arenaria lanuginosa
Arenaria mandoniana
Arenaria orbignyana
Arenaria parvifolia
Arenaria pedunculosa
Arenaria pycnophylla
Arenaria pycnophylloides
Arenaria rivularis
Arenaria serpens
Arenaria soratensis
Arenaria stuebelii
Arenaria tetragyna
Argyrochosma nivea
Argythamnia illimaniensis
Aristida achalensis
Aristida antoniana
Aristida asplundii
Aristida capillacea
Aristida circinalis
Aristida complanata
Aristida ecuadoriensis
Aristida friesii
Aristida gibbosa
Aristida glaziovii
Aristida hassleri
Aristida laevis
Aristida laxa
Aristida longifolia
Aristida macrantha
Aristida macrophylla
Aristida mandoniana
Aristida megapotamica
Aristida mendocina
Aristida parodii
Aristida purpurea
Aristida recurvata
Aristida riparia
Aristida schiedeana
Aristida succedanea
Aristida ternipes
Aristida torta
Aristida venustula
Aristolochia andina
Aristolochia apoloensis
Aristolochia argentina
Aristolochia boliviensis
Aristolochia buchtienii
Aristolochia burelae
Aristolochia ceresensis
Aristolochia chiquitensis
Aristolochia didyma
Aristolochia disticha
Aristolochia elegans
Aristolochia esperanzae
Aristolochia fimbriata
Aristolochia gibertii
Aristolochia guentheri
Aristolochia hoehneana
Aristolochia holostylis
Aristolochia juruana
Aristolochia lindneri
Aristolochia lingulata
Aristolochia lozaniana
Aristolochia maxima
Aristolochia mishuyacensis
Aristolochia odoratissima
Aristolochia pilosa
Aristolochia prostrata
Aristolochia pseudo-triangularis
Aristolochia ridicula
Aristolochia ringens
Aristolochia rugosa
Aristolochia schreiteri
Aristolochia stenocarpa
Aristolochia stuckertii
Aristolochia triangularis
Aristolochia urupaensis
Aristolochia weddellii
Aristolochia werdermanniana
Aristolochia williamsii
Aristolochia yungasensis
Arjona pusilla
Arquita trichocarpa
Arracacia peruviana
Arracacia xanthorrhiza
Arthropogon villosus
Arthrostemma ciliatum
Arthrostylidium canaliculatum
Arthrostylidium ecuadorense
Arthrostylidium venezuelae
Arundinella berteroniana
Arundinella hispida
Aschersoniodoxa cachensis
Aschersoniodoxa mandoniana
Asclepias barjoniifolia
Asclepias boliviensis
Asclepias candida
Asclepias curassavica
Asclepias mellodora
Asclepias pilgeriana
Ascogrammitis anfractuosa
Ascogrammitis athyrioides
Ascogrammitis clathrata
Ascogrammitis david-smithii
Ascogrammitis dilatata
Ascogrammitis nana
Asemeia extraaxillaris
Asemeia hebeclada
Asemeia hirsuta
Asemeia monticola
Aspasia lunata
Aspasia variegata
Aspicarpa boliviensis
Aspicarpa salicifolia
Aspicarpa schininii
Aspicarpa sericea
Aspidogyne boliviensis
Aspidogyne clavigera
Aspidogyne cruciformis
Aspidogyne foliosa
Aspidogyne herzogii
Aspidogyne siberiana
Aspidogyne sparsiflora
Aspidogyne stigmatoptera
Aspidosperma australe
Aspidosperma cuspa
Aspidosperma cylindrocarpon
Aspidosperma duckei
Aspidosperma excelsum
Aspidosperma macrocarpon
Aspidosperma melanocalyx
Aspidosperma multiflorum
Aspidosperma nobile
Aspidosperma parvifolium
Aspidosperma pyrifolium
Aspidosperma quebracho-blanco
Aspidosperma quirandy
Aspidosperma ramiflorum
Aspidosperma resonans
Aspidosperma rigidum
Aspidosperma steinbachii
Aspidosperma subincanum
Aspidosperma tambopatense
Aspidosperma tomentosum
Aspidosperma triternatum
Aspilia attenuata
Aspilia aurantiaca
Aspilia floribunda
Aspilia leucoglossa
Aspilia silphioides
Asplenium abscissum
Asplenium achalense
Asplenium aethiopicum
Asplenium alatum
Asplenium angustum
Asplenium auriculatum
Asplenium auritum
Asplenium ayopayense
Asplenium bangii
Asplenium basiscopicum
Asplenium bolivianum
Asplenium castaneum
Asplenium cirrhatum
Asplenium claussenii
Asplenium cristatum
Asplenium cuneatum
Asplenium cuspidatum
Asplenium davisii
Asplenium depauperatum
Asplenium dimidiatum
Asplenium discrepans
Asplenium drepanophyllum
Asplenium escaleroense
Asplenium feei
Asplenium flabellulatum
Asplenium formosum
Asplenium fragrans
Asplenium hallbergii
Asplenium hallii
Asplenium harpeodes
Asplenium hastatum
Asplenium herzogii
Asplenium inaequilaterale
Asplenium incurvatum
Asplenium juglandifolium
Asplenium laetum
Asplenium lilloanum
Asplenium lorentzii
Asplenium micropaleatum
Asplenium monanthes
Asplenium mosetenense
Asplenium palmeri
Asplenium pearcei
Asplenium peruvianum
Asplenium poloense
Asplenium polyphyllum
Asplenium pteropus
Asplenium pulchellum
Asplenium pumilum
Asplenium raddianum
Asplenium recumbens
Asplenium repandulum
Asplenium repens
Asplenium resiliens
Asplenium ruizianum
Asplenium rutaceum
Asplenium salicifolium
Asplenium serra
Asplenium serratum
Asplenium sessilifolium
Asplenium squamosum
Asplenium stoloniferum
Asplenium stuebelianum
Asplenium tabinense
Asplenium theciferum
Asplenium tricholepis
Asplenium trilobatum
Asplenium triphyllum
Asplenium triquetrum
Asplenium tunquiniense
Asplenium uniseriale
Asplundia australis
Asplundia cymbispatha
Asterostigma pavonii
Astraea hauthalii
Astragalus arequipensis
Astragalus asplundii
Astragalus casapaltensis
Astragalus cochabambensis
Astragalus crymophilus
Astragalus cryptanthus
Astragalus diminutivus
Astragalus flavocreatus
Astragalus garbancillo
Astragalus hypsogenus
Astragalus micranthellus
Astragalus minimus
Astragalus minutissimus
Astragalus peruvianus
Astragalus punensis
Astragalus pusillus
Astragalus reichei
Astragalus romasanus
Astragalus tarijensis
Astragalus uniflorus
Astragalus urbanianus
Astragalus weddellianus
Astragalus werdermannii
Astrocaryum aculeatum
Astrocaryum campestre
Astrocaryum chonta
Astrocaryum gratum
Astrocaryum gynacanthum
Astrocaryum huaimi
Astrocaryum jauari
Astrocaryum ulei
Astrocasia jacobinensis
Astrolepis sinuata
Astronium fraxinifolium
Astronium graveolens
Astronium lecointei
Atamisquea emarginata
Ateleia guaraya
Athyana weinmanniifolia
Athyrium filix-femina
Athyrium latinervatum
Atriplex asplundii
Atriplex cordobensis
Atriplex eximium
Atriplex imbricata
Atriplex madariagae
Atriplex montevidensis
Atriplex myriophylla
Atriplex nitrophiloides
Atriplex prostrata
Atriplex rusbyi
Attalea butyracea
Attalea cephalotes
Attalea eichleri
Attalea maripa
Attalea phalerata
Attalea speciosa
Aulonemia boliviana
Aulonemia bromoides
Aulonemia cochabambensis
Aulonemia fuentesii
Aulonemia herzogiana
Aulonemia insignis
Aulonemia longipedicellata
Aulonemia madidiensis
Aulonemia scripta
Aulonemia tremula
Aureliana fasciculata
Austroblechnum andinum
Austroblechnum divergens
Austroblechnum lehmannii
Austroblechnum organense
Austroblechnum penna-marina
Austroblechnum squamipes
Austroblechnum vallegrandense
Austrobrickellia arnottii
Austrobrickellia patens
Austrochthamalia boliviana
Austrochthamalia purpurea
Austrocylindropuntia floccosa
Austrocylindropuntia lagopus
Austrocylindropuntia shaferi
Austrocylindropuntia subulata
Austrocylindropuntia verschaffeltii
Austrocylindropuntia vestita
Austroeupatorium albescens
Austroeupatorium chaparense
Austroeupatorium decemflorum
Austroeupatorium inulifolium
Austroeupatorium neglectum
Austroeupatorium silphiifolium
Austrolycopodium erectum
Austrolycopodium magellanicum
Averrhoidium paraguaiense
Axinaea alata
Axinaea glandulosa
Axinaea lanceolata
Axinaea pennellii
Axonopus andinus
Axonopus aureus
Axonopus boliviensis
Axonopus brasiliensis
Axonopus canescens
Axonopus capillaris
Axonopus caulescens
Axonopus chrysoblepharis
Axonopus compressus
Axonopus cuatrecasasii
Axonopus elegantulus
Axonopus fissifolius
Axonopus flabelliformis
Axonopus herzogii
Axonopus hirsutus
Axonopus iridifolius
Axonopus kuhlmannii
Axonopus leptostachyus
Axonopus marginatus
Axonopus pressus
Axonopus purpusii
Axonopus scoparius
Axonopus siccus
Axonopus suffultus
Ayapana amygdalina
Ayapana lanceolata
Ayapana stenolepis
Ayapanopsis adenophora
Ayapanopsis beckii
Ayapanopsis euphyes
Ayapanopsis latipaniculata
Ayapanopsis triosteifolia
Ayapanopsis tucumanensis
Ayenia acalyphifolia
Ayenia aemulata
Ayenia boliviana
Ayenia eliae
Ayenia krapovickasii
Ayenia lingulata
Ayenia magna
Ayenia odonellii
Ayenia schumanniana
Ayenia subtilis
Ayenia tomentosa
Azara salicifolia
Azolla filiculoides
Azolla microphylla
Azorella biloba
Azorella compacta
Azorella diapensioides
Azorella multifida
Azorella pulvinata
Azorella reniformis
Baccharis acaulis
Baccharis alpina
Baccharis aphylla
Baccharis arguta
Baccharis articulata
Baccharis beckii
Baccharis boliviensis
Baccharis buchtienii
Baccharis caespitosa
Baccharis cana
Baccharis capitalensis
Baccharis coridifolia
Baccharis darwinii
Baccharis decussata
Baccharis densiflora
Baccharis dracunculifolia
Baccharis effusa
Baccharis genistelloides
Baccharis glomerata
Baccharis glutinosa
Baccharis gnidiifolia
Baccharis grisebachii
Baccharis juncea
Baccharis lapidosa
Baccharis latifolia
Baccharis lewisii
Baccharis lilloi
Baccharis linearifolia
Baccharis mandonii
Baccharis microdonta
Baccharis multiflosculosa
Baccharis nitida
Baccharis oblongifolia
Baccharis orbignyana
Baccharis papillosa
Baccharis pedunculata
Baccharis pentlandii
Baccharis phylicoides
Baccharis platypoda
Baccharis polifolia
Baccharis potosiensis
Baccharis pumila
Baccharis punctulata
Baccharis quitensis
Baccharis sagittalis
Baccharis salicifolia
Baccharis saliens
Baccharis samensis
Baccharis serranoi
Baccharis sessiliflora
Baccharis subalata
Baccharis tola
Baccharis torricoi
Baccharis tridentata
Baccharis trinervis
Baccharis tucumanensis
Baccharis ulicina
Baccharis woodii
Baccharis zongoensis
Bacopa aquatica
Bacopa axillaris
Bacopa dubia
Bacopa gratioloides
Bacopa lanigera
Bacopa laxiflora
Bacopa monnieri
Bacopa monnierioides
Bacopa myriophylloides
Bacopa paraguariensis
Bacopa pedersenii
Bacopa reflexa
Bacopa reptans
Bacopa rotundifolia
Bacopa salzmannii
Bacopa serpyllifolia
Bacopa stricta
Bactris acanthocarpa
Bactris brongniartii
Bactris chaveziae
Bactris concinna
Bactris corossilla
Bactris elegans
Bactris faucium
Bactris gasipaes
Bactris glaucescens
Bactris hirta
Bactris macroacantha
Bactris major
Bactris maraja
Bactris riparia
Bactris simplicifrons
Baillonia amabilis
Balbisia integrifolia
Balbisia meyeniana
Balbisia verticillata
Balizia pedicellaris
Baltimora geminata
Banara arguta
Banara boliviana
Banara guianensis
Banara tomentosa
Banisteriopsis caapi
Banisteriopsis campestris
Banisteriopsis confusa
Banisteriopsis laevifolia
Banisteriopsis malifolia
Banisteriopsis muricata
Banisteriopsis nummifera
Banisteriopsis oxyclada
Banisteriopsis padifolia
